Cell Line,Cancer Type,Tissue,17-AAG,681640,A-443654,A-770041,ABT-263,ABT-888,AG-014699,AICAR,AKT inhibitor VIII,AMG-706,AP-24534,AS601245,ATRA,AUY922,AZ628,AZD-0530,AZD-2281,AZD6244,AZD6482,AZD7762,AZD8055,Axitinib,BAY 61-3606,BI-2536,BIBW2992,BIRB 0796,BMS-509744,BMS-536924,BMS-708163,BMS-754807,BX-795,Bexarotene,Bicalutamide,Bleomycin,Bortezomib,Bosutinib,Bryostatin 1,CCT007093,CCT018159,CEP-701,CGP-082996,CGP-60474,CHIR-99021,CI-1040,CMK,Camptothecin,Cyclopamine,Cytarabine,DMOG,Dasatinib,Docetaxel,Doxorubicin,EHT 1864,Elesclomol,Embelin,Epothilone B,Erlotinib,Etoposide,FH535,FTI-277,GDC-0449,GDC0941,GNF-2,GSK-1904529A,GSK-650394,GSK269962A,GW 441756,GW843682X,Gefitinib,Gemcitabine,IPA-3,Imatinib,JNJ-26854165,JNK Inhibitor VIII,JNK-9L,JW-7-52-1,KIN001-135,KU-55933,LAQ824,LFM-A13,Lapatinib,Lenalidomide,MG-132,MK-2206,MS-275,Methotrexate,Midostaurin,Mitomycin C,NSC-87877,NU-7441,NVP-BEZ235,NVP-TAE684,Nilotinib,Nutlin-3a,OSI-906,OSU-03012,Obatoclax Mesylate,PAC-1,PD-0325901,PD-0332991,PD-173074,PF-02341066,PF-4708671,PF-562271,PHA-665752,PLX4720,Paclitaxel,Parthenolide,Pazopanib,Pyrimethamine,QS11,RDEA119,RO-3306,Rapamycin,Roscovitine,S-Trityl-L-cysteine,SB 216763,SB590885,SL 0101-1,Salubrinal,Shikonin,Sorafenib,Sunitinib,TGX221,TW 37,Temsirolimus,Thapsigargin,Tipifarnib,VX-680,VX-702,Vinblastine,Vinorelbine,Vorinostat,WH-4-023,WZ-1-84,XMD8-85,Z-LLNle-CHO,ZM-447439
CP66-MEL,digestive_system,large_intestine,-0.0599362679,1.670360157,-0.3063203155,0.4807112124,0.6417251928,0.8196082767,1.335748944,0.465315755,1.4425006219,0.0651283564,0.842252299,0.5452548511,1.0162944761,-0.0362968076,-1.8003687761,0.4877631657,0.4886765465,-0.3760160709,0.7672948031,0.2523753085,0.3087603398,-0.2018588796,2.111951862,0.0124842099,0.8412855055,0.3255094971,0.7515284348,0.4852799808,-0.0989420814,-0.2769515518,1.9435112983,-0.3608253279,-0.8775899349,1.6554353815,-1.1278897617,1.1019820116,-2.015155189,0.823910044,1.6870308837,1.1579324359,0.064876298,1.1972468163,0.3859561191,-2.3489127061,0.475451353,1.6172241405,0.501424247,1.5172912973,-0.2953974877,-0.8718941387,0.5564939801,1.2024421996,2.1269309355,0.1275052171,-1.1437188842,0.1594262163,-0.5358206766,0.0209093756,-2.2386220194,0.4992146159,1.0428305993,0.2583184178,-0.0939749023,0.4012150367,1.1104097498,0.0728117405,-1.7417726381,-0.0280057976,1.3944238128,1.7533211914,0.3103469781,-0.1224671715,1.9621589856,1.2596529028,-0.127497591,0.0756199719,0.6357108139,0.7382913518,-0.0522465288,-0.4756803844,0.5399595196,0.3065970323,-1.7203056533,0.5542724966,-0.1949235247,1.1853491272,1.5201416564,0.3024982631,-0.5260878469,0.5140290553,0.8519914517,0.9856551238,0.5297526336,0.8857134136,-1.2464760379,1.3645138624,0.3985232451,1.0256974378,-2.5001923029,1.9474537429,1.1858862159,0.4403651635,2.0703719529,0.631650913,0.0571294293,-1.223041317,0.9255527909,0.1394989091,-0.3203028368,1.0923402232,-0.4107365339,-2.0476670237,-0.0405143079,0.651518766,0.8397380617,-0.3611187243,,0.5280465156,1.6167864773,-0.5894864847,0.2659280564,-0.0181706938,1.3306250444,0.363916619,1.1316802382,1.3655963183,-0.5252425936,0.0067070022,0.658483876,0.9221498351,0.987107971,0.23677128,0.2983648685,-0.3161717359,-0.5832573414,-0.1647666586,-1.5179113855,1.2956307882
CP67-MEL,urogenital_system,cervix,,,-0.4955042531,0.2522897536,,,,,,,,,,,,-0.0170836205,,,,,,,,0.3453494617,,,-0.8455139906,-1.1033052712,,,,,,,,,,,,,-0.3652174774,-0.8358504113,,,0.0179139809,,,,,-0.8597057499,,,,,,,,,,,,,-0.7147513277,,,,,-0.163048962,,,,0.1823387491,,,,-0.7136136745,,,,,,,,,,,,,,,,0.4094688647,,,,,,,,,,0.0882839912,,,-0.3995025236,,-0.0816254492,,,,,,,-0.3315610804,,-0.5355543725,,,,,,,0.740176123,,,,,,-0.1057364996,,,,,-0.1577735549,-0.1184283354,,-2.1477397262,
CPC-N,digestive_system,large_intestine,2.0140733811,-1.1714181423,0.3538922938,0.5525376674,-1.4466818048,0.4297322842,0.7142766481,-1.1598141787,-0.2597881436,0.4582561061,1.013875891,0.1404549549,0.595646875,2.5306399919,1.0240468386,0.4295992689,0.7530834584,-0.1160677808,1.2508162495,-0.6623265761,-0.1451341918,-0.2586495451,0.1900431778,-0.6900660859,-0.8824741463,0.8050293336,-0.5314861478,-0.5905486148,0.3832118104,-0.7595094461,0.4098025642,-0.0866292876,0.529746332,0.7678429767,-0.2856744012,0.5843152869,1.0813856582,1.362011518,-0.1507988569,-0.5623367299,1.1668169961,2.0510702146,1.1439599728,1.9204470274,-1.4943502872,0.4172678532,-2.4820540067,0.3598093814,1.433840825,0.4957156829,0.2021153757,-0.506051552,-0.7348761014,1.9385745195,2.149019016,0.1216233078,0.1918946007,0.4612700147,1.1776049906,1.3966687947,-1.1534557202,-0.2670286955,-1.0162224921,-0.7694426528,-0.9000038194,0.5786211156,0.0893297379,-0.5890412036,0.6656280931,0.3608007647,1.1225832767,0.6807887614,0.0773744738,0.790918281,1.0343561967,0.5608584551,-2.160671616,0.2599087471,-0.4001427698,-0.9379555024,0.4536776148,-2.312939889,-1.0160735407,-0.1552451641,-0.8630109311,-1.8196367954,1.9483753226,0.0637798835,0.1946513043,-0.2212111458,0.3294236672,-0.7768485135,-1.8444293017,-0.2901698051,-0.8279703299,1.7120965647,0.7545649952,1.0356699317,1.3038611753,0.1834149712,0.4490012937,0.0691232178,0.5479052392,1.8775104199,0.1114391817,-0.5907470419,-0.1537377188,0.8038082622,0.9534599604,-0.6916922517,-0.6724640915,0.6762166424,1.1688167202,0.1117641106,0.5116819835,-0.0286234252,0.1505158439,0.7488987817,1.0360401817,1.1771536985,1.3854653724,0.8393027317,-0.0710521134,-1.1407443707,-0.6502032474,1.1394403263,-0.172609234,0.1858862022,-0.2614885141,-1.0020243222,-1.2571347792,1.1954167911,-1.0194942334,-0.1108522586,0.2827351187,-0.4173736094,0.3111672418,-0.6338125032
CRO-AP2,lung,lung_NSCLC_adenocarcinoma,-0.1468509833,0.5575676106,,,0.8345878314,-0.4406213675,-0.4638859148,-1.4618498351,,0.4217420569,,,0.5988448962,,0.0617768055,1.1148080512,-1.1050681857,-0.0467985652,-0.3050775118,-0.9080318016,-2.5526233602,-1.4560840536,,,-0.5949488565,-1.3740554725,,,0.6299585217,,-1.5199133277,,,,,-0.2648467566,,0.6508346549,-1.6156146897,-1.0388450346,,,,0.4017720694,,-1.2938818117,,-0.5757222007,,,0.5880993896,,-0.4535978767,-0.6551818647,,,,,,,-1.3478264949,-0.9829187939,,,,-1.1077966842,0.3154705661,,0.8545502033,,,0.880406057,-1.1707020327,0.7707542859,,,,-0.7951339155,,,,-4.6274178569,,-1.9862599324,-1.3862039924,-2.1111438916,,,,-1.4075067319,-1.5215397612,,-1.4753567651,-2.2771419723,,,,,0.7787586812,-1.1630191973,-1.9892323959,,0.6796277607,,0.3172194368,0.6429625675,,,,-0.7156555155,,0.734235395,-1.4774433048,,,,1.1622715618,-0.038798561,0.4841404146,,,0.6140498444,,,-0.2442241822,-2.80676646,,,,-2.1499390802,-1.9410939885,,-1.7083030457,,,,,-1.9970608973
CTB-1,lung,lung_NSCLC_adenocarcinoma,1.0115496711,-1.4118792548,-0.2558294838,0.2974658113,1.2589543662,0.9892431419,0.3745591903,-1.0767307508,-0.8999390799,0.9160715367,-1.1522646058,0.2006548603,-0.5362517902,0.2418932236,0.2642004343,-0.6170728686,0.004454794,1.2713193104,0.2879648589,-1.0892555071,-1.5650331649,-0.3484156316,-0.2784859963,-0.104226573,0.641659096,1.220168765,-0.4945323777,0.2176585327,1.3932702795,0.0440484846,-0.351850353,0.8008954713,-2.0546527954,-1.5480440602,0.2024890017,-1.7008315346,0.6470294513,1.4568506912,-0.413704324,-1.1066782141,-0.2817314938,-0.2593875662,0.2215841889,-0.1648021103,-1.8288720395,-1.8080321775,-0.4564493916,-1.4183507434,-1.2210136071,2.1118084561,-0.1173779978,-0.53814514,-0.4441622438,-0.5345708677,0.1348227748,0.0133282119,-0.8556850392,-0.5128834728,0.7599886976,0.7383255393,-0.6262369441,-0.3905432226,0.3413625632,1.2828616361,-0.2542261472,0.2586962452,0.8460260991,0.3002040416,0.6644456295,-0.0884297442,-1.4365347967,-0.2489147297,-0.6932635993,1.1997968386,0.084982447,-0.0529751087,-1.994804537,-1.4206194641,-0.841989062,-0.2373805579,0.7906855355,-1.4035858357,-0.7454341901,-0.4800344524,-0.102204734,-2.6005227282,-0.2305867379,-0.0345167188,-1.263031081,-0.6685856007,-0.8154241241,-0.0072346779,-0.8855372471,-1.7530867984,-0.1309936121,-0.4482536215,-0.6597520058,-1.7756199039,1.50718871,-1.2979582142,-1.9398191207,-0.6181601298,-0.1406049224,1.3293363769,0.4649152564,-1.3937403266,-0.0293255142,-2.133412221,-0.6419432326,-0.5467327599,-0.4717592334,1.5396870711,-1.6192712873,0.7243694254,0.2996034428,-0.3959018914,1.161003893,0.6782177553,0.8475722626,-0.7877831023,-0.2303025388,-0.1082585749,-0.2238395133,0.2157816783,-0.5983884828,-1.0839456016,0.0082756417,-0.0937102114,0.0843224761,-0.9642677676,-0.6853161359,-0.1663386377,-1.3418654996,0.1542668249,-0.7227539538,-0.8163532908,1.2416793524,-1.0288839288
CTV-1,urogenital_system,ovary,0.4286059679,-0.895012211,-0.479211357,-5.3071522007,1.3113436623,-1.0640267455,-0.9129240989,-1.1360830011,-0.5350922711,0.731556157,-2.4240982315,-1.2618729995,0.0416501537,-0.3742869984,-0.9692607601,-3.2928207479,-1.2976851917,0.307989404,-0.2534744,-1.2098599025,-1.0562527462,-0.8618913865,-1.1719960061,-0.7655320232,-0.6548896102,0.9875059346,-1.1708922444,-0.6306117326,0.7275807601,-0.1593431458,0.3432467044,-0.3990042778,0.5296533021,0.0440747356,-0.3442092503,-2.763691193,1.0894278223,1.0068213858,0.2767996651,-0.4600922202,0.9573622262,-0.708135766,-1.6137413675,0.1059001993,-0.9584610587,-1.0780758496,-1.5926247227,-2.1103138058,-0.2667827065,-3.0346339582,0.154352651,-1.2372071265,0.5016115597,0.109571661,-0.6315032278,-0.1909988852,1.0507305499,-1.0898090674,-0.3785256994,1.3115949041,-1.065150456,-0.7542531218,1.0667189731,-1.2559581095,-0.5976017305,-0.1099859725,-1.9945133462,-0.7136316844,-0.5513344923,-0.4167257115,-1.5814071558,-0.966129771,-1.45353753,1.0560924314,-0.6270597401,-0.5073019419,-0.352023121,-0.7439901092,-0.5409088564,-1.2672852627,0.8811907314,-0.16614005,0.3211176434,-0.6440621638,-0.489865723,-1.0340425143,-0.0690485271,-1.3013284139,-0.5039713464,-0.5709733985,-0.5579877804,-0.8992330157,-0.9565421434,-1.5465819925,-0.1615485912,-0.6327888088,-0.6638275537,-1.5964646441,0.2943980249,-0.7084257111,-1.9884419532,-2.9058389062,-1.0410404973,-1.0965076782,-1.8022291926,-0.1589891591,-0.6651279718,-0.2789612955,-1.3054862485,-1.5893449219,-0.3828395139,0.189727063,0.5243027632,0.1083988094,0.2375568337,-1.0633211372,-2.0877415149,-1.188031191,0.768172537,-0.7888998897,1.5305858601,0.0319042415,-1.1051574537,0.4485280824,0.0101426502,-0.8724360515,-0.3986681283,-0.3287516327,-1.1277874182,-1.1802706358,-0.9628236879,-0.839798429,-0.7826633026,-3.9325850692,-0.6993220722,-0.3973597011,1.2014325305,-1.4627294767
CW-2,urogenital_system,ovary,0.6439551219,1.0216765609,2.5311736712,1.4472655204,0.7253533044,0.7176294583,0.5342120466,0.3256491396,1.5230816904,1.0388234022,1.0033217144,2.0395456383,0.6587248703,3.4365118351,1.0647543804,0.9371542453,0.8528870984,0.3919474244,1.2938929215,2.4094020828,0.3817264681,1.3033922464,2.4607685376,2.274931365,-1.7513771649,0.9470984595,2.3509230567,1.7323994078,0.6944264924,1.871552799,1.5950747679,1.5679877885,0.4913919125,1.4938323957,2.8520170431,1.3109285504,1.323163894,-0.8752924066,-0.6535838987,2.9957766629,1.0473232295,1.3653397409,0.906411021,0.9797767626,0.4899692644,0.3282258586,0.4956575454,-0.5327490035,2.5056647644,0.9400647377,1.2182508377,3.555282391,-1.5432819568,0.6762889548,3.9091657588,2.9059700427,0.2545009609,1.8343943752,4.1529494105,1.2779360997,0.9016075989,1.5016082504,1.1271572397,1.592682294,1.8275871991,0.8052798856,0.9707071331,2.1272283907,0.2595641567,1.2328220277,1.4647085533,0.7525015664,-0.6041888716,0.9307728145,2.9573852248,2.1240643382,0.4547174679,1.1416790052,2.8812586039,1.4023373393,-0.1798131975,0.9785497147,0.9418208247,0.2751803356,2.034587669,0.9794587043,1.9371413659,1.4268223292,0.0355016464,-0.3290367904,0.723424814,1.3449425439,0.615860761,0.4958101429,1.4127870828,2.1461157521,3.9615567459,1.2357316605,0.4850188787,0.8639347649,0.803080746,0.8757120392,-0.8102114874,1.9440382698,-0.0078725739,1.0419467131,2.1093862726,1.4558098885,1.6876761719,1.4283638092,1.9157204311,0.5685852803,0.263902018,0.7968736078,1.6380840888,1.9228164528,1.0185843556,0.9613339944,0.1391845026,2.2194776993,2.9947506615,1.1150527052,1.1922891737,0.6251736973,-0.079924165,1.9871514723,3.0875509064,2.4489273328,1.4827288271,0.6852883365,0.9842921693,2.8499493528,0.2608528184,0.5114820725,1.3887755797,2.0960746124,1.9933032033,0.6551277649
Ca-Ski,pancreas,pancreas,-0.4745996579,0.4359846781,,,-0.5348865711,-0.6002954391,0.2158332832,-1.0014829745,-1.1192726519,0.3465778867,-0.6732651827,0.8870848704,0.6935321534,-0.4179652846,,,0.2078449452,1.1100890831,1.1471903446,-1.0586126107,-0.3438900498,-0.7569610574,-0.5890909729,,-0.9428576292,-0.3153977508,,,-0.7124156955,0.0326164613,-0.4129653086,0.1029647887,0.4101784693,-0.5119604973,,-1.8073561306,-1.0689925165,0.769057067,-1.1696394422,-0.8638873166,,,0.2519031494,0.579704729,,-0.7688973507,,-0.7325096451,-0.8814360259,,-1.4938951691,-0.7192056203,1.7199184998,-0.3821376233,-0.1670250136,-0.3166136061,,-0.3817446991,0.1728410931,0.1798595253,-0.5292791476,-1.1165887363,,0.4933998681,-0.4281818638,,-1.1552169134,,-1.0717516523,-0.5871097241,1.2706549666,,-0.8381749467,-0.6576950382,-0.4337709718,,,-0.3099342619,-0.2627887279,-0.9220991503,,-0.342969957,,-1.1866577124,,-0.0864421246,1.1050695828,-0.8224605443,0.0868992698,-0.8630567993,-0.2424678293,,-1.1164378181,0.8919254717,0.0912368523,-0.1814470586,0.0666837189,-0.055749997,-0.0471593862,0.0878388916,0.0698715945,,1.1222817413,0.228805361,,0.3118122432,,,0.1562525839,,1.2005195211,0.1185707358,-1.7523927073,,,,0.9508629709,0.9557141988,1.4718380789,,-0.3649151237,,,,-0.3286751249,-0.7906209648,0.2288170042,-0.0233025882,,-0.1487817578,-0.8764624189,-0.1834097606,-0.2955676102,,,,,-0.5988614195
Ca9-22,lung,lung_NSCLC_not_specified,0.7386939509,-1.248253379,,,0.1182095884,0.0749741576,-0.4551196429,-0.6603492701,-1.0496405853,0.3209275279,0.7581284599,0.1890906288,0.5045109518,-0.57536627,,,-0.3680840499,-1.3152734153,-0.5212671793,-0.1780642752,-0.3387757305,-0.424469894,-0.0849115819,,-2.7359660322,-0.1254309359,,,-1.1341959689,0.3168283391,-0.9171583442,-0.8241772967,0.5867736415,-0.5327181905,,-1.192544628,0.4993485028,0.3669973078,-1.3711533177,0.12630304,,,0.3688750732,-0.8528064658,,-0.9350527719,,-0.8470522351,0.1166257294,,-1.498991555,-0.6635854174,-0.1911117765,-1.1326389486,-0.4334930313,-0.8426507406,,-0.4070584591,-0.2706824299,-2.4216669895,0.3468503256,0.42712345,,-0.0718752371,-0.4123078211,,0.8699299778,,-2.0411925211,-0.9647812946,-1.0529159279,,-0.0144630719,0.0270996318,-0.6551554186,,,-1.1865852462,-0.8638378954,-0.2284451098,,0.168641449,,1.2515375781,,0.3162079429,1.0035913597,-0.3413430106,-0.2144657996,-0.0866582617,-0.6871192889,,0.5062997501,0.1575462152,0.3481540668,-1.085622678,-0.4937229717,0.9607692688,-0.6574722443,-0.3742612238,-0.4395277312,,-1.40100094,-0.8775007797,,0.6908427635,,,0.8304514395,,-0.5305924476,-0.9389131885,-0.4260617625,,,,-0.6610391774,0.308149597,0.1847519892,,-0.4197267474,,,,-3.1876974413,-0.4986190364,0.1095768946,-0.5237862748,,0.5674132846,-0.5825657329,-0.4882165143,-0.8003599535,,,,,-1.022438052
CaR-1,nervous_system,glioma,-1.1779630579,-0.722986307,,,0.6856621891,0.6091438266,-0.2368628473,-0.4966440059,0.1188471501,0.3253936525,0.9713975168,0.7777577824,0.5861222223,0.9274619021,,,0.2712012817,0.1953838395,-0.5539456674,0.500490588,0.2561239477,-0.1412621047,1.2428097119,,-0.8486584145,0.7020695097,,,-1.1062801651,1.4062331481,-0.3106647815,-0.3223371709,0.772996589,0.0131882885,,0.0101564881,-0.6618702041,-1.0084418549,1.0356514933,-0.8818277145,,,0.57531326,0.1860086931,,-0.4491715777,,1.0710070064,-0.6913241157,,-0.4360923226,1.1400905871,-0.515857846,1.0384541711,0.302623154,0.6221378013,,0.1507799346,1.0419473966,-0.1975158186,-1.1870682022,0.0169102936,,-1.1432114431,0.3926799979,,0.4534434774,,-0.7561514916,0.4883016406,1.2190753241,,1.4049405132,1.2612270035,0.460353615,,,-0.4630483674,0.5555781198,0.4850180071,,-0.017673905,,0.5119329994,,0.9028651035,-0.6725181567,0.1580566091,0.6839884174,-0.1091036488,-0.2068072273,,0.364080395,1.059611872,0.9843329808,1.1996959309,1.0568874778,1.272431841,0.439065424,0.1792521477,1.1106174039,,-0.8227390297,0.240024934,,1.0215811035,,,-0.2176515112,,1.3032521457,0.371640898,0.0979048375,,,,-0.9906297129,-0.2810512018,-0.5653875322,,-0.0267929911,,,,1.6098253211,0.7054939237,-0.2246478409,0.4712489905,,-0.5494595963,0.5329702262,0.3692730494,-0.0321966911,,,,,-0.5106337442
Calu-3,nervous_system,glioma,0.7684294286,1.2225048992,,,-0.7146054354,-0.012338102,-0.8317540659,-0.4045345393,-1.3556848245,0.8505873931,-0.143526522,0.5616360888,0.3307755063,-0.4172682658,,,0.8634546681,1.045172531,0.0631094481,1.314375889,0.2139988727,0.8599120152,0.4784694166,,-1.4367506808,0.7674982509,,,-1.0745911177,0.7920838949,0.1856500244,0.4201437569,-0.9778679727,0.1143156214,,1.471555769,0.3396168577,0.9306634759,0.4626857614,0.723935062,,,0.3855251721,0.0997728675,,0.2928325991,,0.5290296376,-1.3721901708,,1.496889226,-0.607249365,0.1528531586,1.7810785847,-0.7035503619,-0.6719788922,,-1.0122702936,-0.7371563004,-1.0921119657,0.7077393187,-0.2620735211,,0.2731866474,-0.884294465,,0.356625474,,-0.3228200448,-0.3669548287,1.0132746535,,-0.548487721,0.764908327,-0.1236472849,,,1.4715722734,-0.7203814649,-0.0798243089,,0.7912159964,,-0.5757127964,,0.9661516189,-0.9689787015,-0.0134616015,0.3374321156,0.5854455172,-0.1707901141,,0.6320378587,0.6933936831,-0.115055176,0.9737478716,-0.1376348248,-1.4350358343,0.9605371487,1.3250074113,0.8583438629,,0.7600568521,-0.6824243269,,1.0199999895,,,-1.0259280363,,-0.7811562201,-0.2952484584,-0.0762980591,,,,0.836925505,0.8382740504,-0.3532151209,,-0.107060175,,,,0.5915202792,0.1576371945,1.1827251565,-0.3433009912,,-0.5421347412,1.9439935981,-0.2131069374,0.4063158969,,,,,0.7325283203
Calu-6,nervous_system,medulloblastoma,1.3555385234,-0.0117195114,-0.9006508541,0.1973482621,-0.3368552126,0.6669676527,0.0243704398,-0.9889046117,0.3145511442,1.0060482395,0.301071751,-0.6576318507,-0.8713009775,-0.0311827374,-2.1538976534,0.0538407331,0.8954269728,-0.9203103243,0.9830181579,0.3466396943,1.8133025278,1.0117344744,-0.373980417,-0.5191227133,0.6265087399,1.2160203262,1.1607448191,0.6156854128,-3.0066855071,0.136571597,1.7106195623,-0.1179668721,0.3419892078,0.1798866835,-0.687131364,1.3853958527,-0.0269788742,-3.2491609415,-1.0496468159,0.7527101928,1.0454618288,1.344455144,0.1319749708,-0.4330893154,1.0988938003,1.0653294933,-0.0705341575,2.0897876867,-0.0140781454,-0.1707316836,-0.2696515485,0.155346547,-2.4562960128,1.3505785047,-1.0943819176,-0.0517884605,0.340086947,-0.1552885102,-1.5225429373,0.110091122,-0.2755038884,1.3433043433,0.123140135,0.014399949,0.6629043797,0.1865209952,0.6724046954,-0.6358092483,0.3692739615,-0.9350300855,0.6485913755,-0.9834016947,0.7105422187,1.4170090028,-0.4526141471,-0.1629000078,0.4571312204,1.6781966909,-0.5981568102,0.2762890682,0.2650264604,0.3038640355,0.0772569525,0.6378765473,0.3767251088,-0.4702319809,1.0258644983,-0.0152141573,-0.0034953356,1.4521264959,2.3960872622,0.4681276864,0.4800976322,-0.1329017692,0.4085385958,0.9996900826,-0.5843493842,1.0367078945,-0.0210753986,0.3029567407,1.0959263402,0.420614654,-1.68316666,-0.630788644,0.306082072,1.0949375025,-0.8096748055,0.5104169367,1.0765878581,0.064583859,0.3366037462,0.1590205732,0.8891052572,0.8131914131,-0.9478223549,-1.354511336,-1.7223825248,0.6687695143,0.6914549289,-0.8485967311,1.1759403926,-0.5921175379,1.1187751503,-0.2400039099,0.3689956591,1.1985456963,-0.4270044582,-0.8906159747,0.2048632871,0.2529502714,1.2029757122,-0.7765917058,0.8788834684,0.2700704057,-0.341712947,0.3318255916,-0.3236795987,-0.7807625806
Caov-3,nervous_system,glioma,,,,,,,,,1.1288242605,,1.0263709821,2.0469623512,,1.6458419225,,,,,,,,,0.4470115252,,,,,,,1.3438020045,,1.5508624677,0.6797692359,0.479817831,,,1.4332030128,,,,,,0.3042718845,,,,,,0.2036773313,,,0.3932549779,,,0.3380749628,0.2335701991,,0.6492155945,1.1078434561,0.3926382295,,,,1.7135176841,0.8399972891,,,,,-0.0850503511,-0.1562908423,,,,1.9944336696,,,,1.7900638752,1.5421163285,,,,,,,1.5321107823,-0.323777159,-0.1467799771,,,,,,1.4361366206,1.2547280072,0.6869483654,1.5203962732,,,,,,1.2848297706,,,,,1.5269095609,,1.4793734152,,,,,,,,,,-0.2854144988,,,,,,0.2782306223,0.8368952581,,,,0.4635423256,,,,,,
Caov-4,nervous_system,glioma,1.7099864213,1.4477502845,,,1.0790414796,0.9715072927,1.2183254959,0.503492605,0.7754636026,0.3880114433,1.0911248713,-0.173481391,-0.0076127997,2.38121496,,,1.047105316,1.1021095188,1.479723859,-0.0052145233,2.0724233146,-0.1001139306,0.7428959663,,0.6520341375,-0.5328433796,,,0.5996718503,0.2949602624,1.7763637725,1.2050167389,0.4461826606,0.6020685183,,1.4289493958,0.5255306737,0.7583877494,1.1500075249,2.1702494132,,,-0.0063874689,-0.2917029368,,0.621214904,,0.0220831304,3.2250746379,,1.9547515626,0.1480507369,1.1191532073,-0.444064152,0.2264467713,0.875141193,,1.3379706613,1.134951801,0.1627445042,0.9473704977,1.5767057873,,-0.4248985787,0.8013237026,,-2.6258775173,,0.8639829893,0.8646206139,1.0053232552,,1.3694957633,1.1496297374,1.6994503136,,,1.4638099567,0.4364117481,-0.0978252049,,0.8243755217,,0.1187807501,,1.100014479,-0.0958025457,0.5297156934,1.4221300911,1.3516604719,2.9610832751,,0.8462657449,1.0831603854,-0.396698534,1.2902810501,0.6739156315,-1.2227525964,-1.2730898058,1.3756181287,0.8029209606,,1.4667854784,2.1633348359,,1.0992119776,,,-0.3248004245,,-0.0800368855,-0.4847321835,-0.2640860858,,,,,0.8880785267,1.0887691582,,0.1495735994,,,,-0.4391878685,1.1383007904,0.5939652294,0.9040642687,,0.9881053113,2.1254691015,1.8541759996,0.6659051459,,,,,1.8147267192
ChaGo-K-1,nervous_system,glioma,-0.1304970976,0.6816563888,,,0.7351678706,0.4614167415,-0.5713210809,-0.1697809706,-0.380631115,-2.3931229506,0.0928691053,-0.9995434208,-0.5260250635,0.2113039215,,,0.8231469581,0.5954483057,,1.0873371005,1.4217546585,1.1951997744,1.3844144768,,0.65784553,-2.0077051979,,,0.9931497842,0.0467837248,1.7245934824,-1.0549159577,0.7337967401,0.4115049214,,0.9907058146,0.0239985525,-2.979895225,-0.4163812772,2.0767309339,,,0.9206579484,0.1480627781,,0.8383939648,,0.0909693083,0.4129307353,,0.1513307756,-0.2757266846,1.1594763583,-1.0268207891,-0.8279880362,0.076047991,,-0.1827470689,-0.5082707946,0.3543634552,0.5318384825,1.7007300729,,-1.7297740951,0.0885513073,,0.4112250658,,-0.1007521138,0.5457745453,0.2626939401,,0.2862219908,-0.5141054501,0.23843462,,,0.6382264159,0.343294117,0.5925752016,,0.1563265693,,0.7083695278,,0.6713129932,0.1229645368,0.7941084945,1.1474792985,0.3735289051,0.8553772944,,-0.1348212515,0.0625842866,-0.5506780815,0.3404495261,0.2456526933,-0.0579765854,-0.1514504124,0.315065515,0.8356642372,,0.3240435059,-0.3541912788,,0.1186722392,,,-0.3789948448,,-0.1337516507,1.0872706,-0.2084331861,,,,-0.6600068494,0.3377888896,-1.5908826043,,-0.3601769673,,,,-0.3481390428,0.4977720878,-0.5559256972,-0.7503168314,,0.2396217045,0.1447087502,-0.6984937569,1.2811494233,,,,,-0.544415974
D-247MG,nervous_system,glioma,-0.8720697296,-0.1279206349,0.064103615,-0.4541520933,-0.7646734526,-0.1709537622,-0.24924732,0.8624997375,1.2527320313,-1.4030475503,-0.0630094161,,-0.0062029622,,-0.3263254046,-0.177947143,-1.4932784169,0.8352865639,0.1089792743,0.708666658,0.8469930321,-0.1395777411,,0.3808127748,1.0124363201,1.0856674168,0.17128075,-0.0914046118,0.5818980912,,-0.6744881915,,,,-1.1875021476,1.3511512474,,-2.1469807022,1.3155037318,-0.1707717741,-0.6458938105,0.7544236551,-3.2082431912,0.0590149975,-0.0403582233,0.377981112,-1.3438261092,-0.2532542461,0.6579326169,0.0063846012,-0.7698284794,,-0.4767753476,-0.3562817718,,,-0.322418556,0.4529125128,,0.4859840118,-0.1848623508,0.2393552016,0.3396395051,,,-1.6783657694,0.829595158,0.8420544069,0.5797616847,,,-0.3218900145,-0.0257965714,0.53517794,1.1062543354,1.0594892852,-0.175461125,1.2141310009,,,-1.090843596,0.8543651951,-1.7367971603,-0.0337681742,0.5332553202,0.9743753319,-1.1736828285,,-0.3618417856,0.8039424169,0.2556812982,0.43250215,0.442820982,-1.5677336018,,,,,0.5180491259,-0.3084931925,-0.0512959214,0.0472389933,-0.1341014777,0.2430316182,0.4922626737,-0.4211901013,0.7487952093,-1.0760545103,,1.1216694608,,-0.2815367101,1.0000046209,0.8582988661,-1.5238706031,1.9727498692,0.4500119735,-0.2281143612,0.041363899,-0.737983487,0.0883117571,-1.5970989886,0.6362441604,-1.7881194261,0.4041090632,0.0044911194,,,0.7707860348,0.2316167556,-0.532703876,-0.3877986346,1.0085315225,-0.2430247318,-0.6554877233,-1.6639523986,0.3340756716,-0.489675753
